range,time,rows
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week)),3560,1
d_year = 2000 and d_moy = 1,4716,1
d_year = 2000 and d_moy = 1,4203,1
d_year = 2000 and d_moy = 1,4706,1
d_year = 2000 and d_moy = 1,4408,1
d_year = 2000 and d_moy = 1,4220,1
d_year = 2000 and d_moy = 1,4604,1
d_year = 2000 and d_moy = 1,4515,1
d_year = 2000 and d_moy = 1,4576,1
d_year = 2000 and d_moy = 1,4490,1
d_year = 2000 and d_moy = 1,4705,1
d_year = 2000 and d_moy between 1 and 2,5835,1
d_year = 2000 and d_moy between 1 and 2,5486,1
d_year = 2000 and d_moy between 1 and 2,5306,1
d_year = 2000 and d_moy between 1 and 2,5408,1
d_year = 2000 and d_moy between 1 and 2,5750,1
d_year = 2000 and d_moy between 1 and 2,5004,1
d_year = 2000 and d_moy between 1 and 2,5849,1
d_year = 2000 and d_moy between 1 and 2,5668,1
d_year = 2000 and d_moy between 1 and 2,5751,1
d_year = 2000 and d_moy between 1 and 2,5134,1
d_year = 2000 and d_moy between 1 and 3,6355,1
d_year = 2000 and d_moy between 1 and 3,6070,1
d_year = 2000 and d_moy between 1 and 3,6346,1
d_year = 2000 and d_moy between 1 and 3,6264,1
d_year = 2000 and d_moy between 1 and 3,6548,1
d_year = 2000 and d_moy between 1 and 3,6566,1
d_year = 2000 and d_moy between 1 and 3,6037,1
d_year = 2000 and d_moy between 1 and 3,6528,1
d_year = 2000 and d_moy between 1 and 3,6317,1
d_year = 2000 and d_moy between 1 and 3,6313,1
d_year = 2000 and d_moy between 1 and 4,6438,1
d_year = 2000 and d_moy between 1 and 4,6911,1
d_year = 2000 and d_moy between 1 and 4,6741,1
d_year = 2000 and d_moy between 1 and 4,7158,1
d_year = 2000 and d_moy between 1 and 4,7113,1
d_year = 2000 and d_moy between 1 and 4,6786,1
d_year = 2000 and d_moy between 1 and 4,6896,1
d_year = 2000 and d_moy between 1 and 4,6947,1
d_year = 2000 and d_moy between 1 and 4,7157,1
d_year = 2000 and d_moy between 1 and 4,7411,1
d_year = 2000 and d_moy between 1 and 5,7920,1
d_year = 2000 and d_moy between 1 and 5,7912,1
d_year = 2000 and d_moy between 1 and 5,7657,1
d_year = 2000 and d_moy between 1 and 5,7761,1
d_year = 2000 and d_moy between 1 and 5,7490,1
d_year = 2000 and d_moy between 1 and 5,8144,1
d_year = 2000 and d_moy between 1 and 5,8165,1
d_year = 2000 and d_moy between 1 and 5,7761,1
d_year = 2000 and d_moy between 1 and 5,7607,1
d_year = 2000 and d_moy between 1 and 5,7823,1
d_year = 2000 and d_moy between 1 and 6,9125,1
d_year = 2000 and d_moy between 1 and 6,8369,1
d_year = 2000 and d_moy between 1 and 6,8599,1
d_year = 2000 and d_moy between 1 and 6,8903,1
d_year = 2000 and d_moy between 1 and 6,8414,1
d_year = 2000 and d_moy between 1 and 6,8534,1
d_year = 2000 and d_moy between 1 and 6,8533,1
d_year = 2000 and d_moy between 1 and 6,8166,1
d_year = 2000 and d_moy between 1 and 6,8640,1
d_year = 2000 and d_moy between 1 and 6,8693,1
d_year = 2000 and d_moy between 1 and 7,9664,1
d_year = 2000 and d_moy between 1 and 7,9587,1
d_year = 2000 and d_moy between 1 and 7,9400,1
d_year = 2000 and d_moy between 1 and 7,9793,1
d_year = 2000 and d_moy between 1 and 7,9662,1
d_year = 2000 and d_moy between 1 and 7,9194,1
d_year = 2000 and d_moy between 1 and 7,9397,1
d_year = 2000 and d_moy between 1 and 7,9181,1
d_year = 2000 and d_moy between 1 and 7,8930,1
d_year = 2000 and d_moy between 1 and 7,9327,1
d_year = 2000 and d_moy between 1 and 8,11430,1
d_year = 2000 and d_moy between 1 and 8,11649,1
d_year = 2000 and d_moy between 1 and 8,11080,1
d_year = 2000 and d_moy between 1 and 8,11251,1
d_year = 2000 and d_moy between 1 and 8,10902,1
d_year = 2000 and d_moy between 1 and 8,10585,1
d_year = 2000 and d_moy between 1 and 8,11152,1
d_year = 2000 and d_moy between 1 and 8,10986,1
d_year = 2000 and d_moy between 1 and 8,10663,1
d_year = 2000 and d_moy between 1 and 8,11487,1
d_year = 2000 and d_moy between 1 and 9,12361,1
d_year = 2000 and d_moy between 1 and 9,12360,1
d_year = 2000 and d_moy between 1 and 9,12616,1
d_year = 2000 and d_moy between 1 and 9,12811,1
d_year = 2000 and d_moy between 1 and 9,12984,1
d_year = 2000 and d_moy between 1 and 9,12975,1
d_year = 2000 and d_moy between 1 and 9,12671,1
d_year = 2000 and d_moy between 1 and 9,12675,1
d_year = 2000 and d_moy between 1 and 9,12655,1
d_year = 2000 and d_moy between 1 and 9,13160,1
d_year = 2000 and d_moy between 1 and 10,13446,1
d_year = 2000 and d_moy between 1 and 10,13286,1
d_year = 2000 and d_moy between 1 and 10,13868,1
d_year = 2000 and d_moy between 1 and 10,13973,1
d_year = 2000 and d_moy between 1 and 10,13943,1
d_year = 2000 and d_moy between 1 and 10,13055,1
d_year = 2000 and d_moy between 1 and 10,13779,1
d_year = 2000 and d_moy between 1 and 10,14126,1
d_year = 2000 and d_moy between 1 and 10,13481,1
d_year = 2000 and d_moy between 1 and 10,13191,1
d_year = 2000 and d_moy between 1 and 11,15898,1
d_year = 2000 and d_moy between 1 and 11,15593,1
d_year = 2000 and d_moy between 1 and 11,15615,1
d_year = 2000 and d_moy between 1 and 11,15612,1
d_year = 2000 and d_moy between 1 and 11,15618,1
d_year = 2000 and d_moy between 1 and 11,16034,1
d_year = 2000 and d_moy between 1 and 11,15525,1
d_year = 2000 and d_moy between 1 and 11,15761,1
d_year = 2000 and d_moy between 1 and 11,15804,1
d_year = 2000 and d_moy between 1 and 11,15756,1
d_year = 2000,18140,1
d_year = 2000,18184,1
d_year = 2000,17930,1
d_year = 2000,17994,1
d_year = 2000,18688,1
d_year = 2000,17918,1
d_year = 2000,18358,1
d_year = 2000,17814,1
d_year = 2000,18114,1
d_year = 2000,17699,1
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),22445,1
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),22497,1
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),22303,1
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),22460,1
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),22669,1
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),22693,1
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),22693,1
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),22805,1
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),22451,1
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),22726,1
d_year = 2000 or d_year = 2001,32227,1
d_year = 2000 or d_year = 2001,32956,1
d_year = 2000 or d_year = 2001,32012,1
d_year = 2000 or d_year = 2001,32117,1
d_year = 2000 or d_year = 2001,32743,1
d_year = 2000 or d_year = 2001,32511,1
d_year = 2000 or d_year = 2001,32772,1
d_year = 2000 or d_year = 2001,33032,1
d_year = 2000 or d_year = 2001,32719,1
d_year = 2000 or d_year = 2001,32760,1
