range,time,rows
FALSE,488,0
FALSE,469,0
FALSE,408,0
FALSE,392,0
FALSE,354,0
FALSE,361,0
FALSE,348,0
FALSE,304,0
FALSE,355,0
FALSE,311,0
d_date = cast('2000-04-30' as date),5439,1537
d_date = cast('2000-04-30' as date),5187,1537
d_date = cast('2000-04-30' as date),4988,1537
d_date = cast('2000-04-30' as date),5323,1537
d_date = cast('2000-04-30' as date),4886,1537
d_date = cast('2000-04-30' as date),4620,1537
d_date = cast('2000-04-30' as date),5072,1537
d_date = cast('2000-04-30' as date),5016,1537
d_date = cast('2000-04-30' as date),4585,1537
d_date = cast('2000-04-30' as date),4698,1537
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week)),6293,11475
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week)),5985,11475
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week)),5783,11475
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week)),5801,11475
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week)),6119,11475
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week)),6062,11475
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week)),6000,11475
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week)),5467,11475
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week)),5571,11475
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week)),5443,11475
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week)),6742,20911
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week)),6935,20911
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week)),6706,20911
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week)),6391,20911
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week)),6291,20911
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week)),6742,20911
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week)),6425,20911
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week)),6460,20911
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week)),6686,20911
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week)),6483,20911
d_year = 2000 and d_moy = 1,10680,61097
d_year = 2000 and d_moy = 1,10581,61097
d_year = 2000 and d_moy = 1,10648,61097
d_year = 2000 and d_moy = 1,11074,61097
d_year = 2000 and d_moy = 1,10508,61097
d_year = 2000 and d_moy = 1,10288,61097
d_year = 2000 and d_moy = 1,10730,61097
d_year = 2000 and d_moy = 1,10439,61097
d_year = 2000 and d_moy = 1,10353,61097
d_year = 2000 and d_moy = 1,10435,61097
d_year = 2000 and d_moy between 1 and 2,14391,115781
d_year = 2000 and d_moy between 1 and 2,14997,115781
d_year = 2000 and d_moy between 1 and 2,15100,115781
d_year = 2000 and d_moy between 1 and 2,14980,115781
d_year = 2000 and d_moy between 1 and 2,15058,115781
d_year = 2000 and d_moy between 1 and 2,15281,115781
d_year = 2000 and d_moy between 1 and 2,15090,115781
d_year = 2000 and d_moy between 1 and 2,14537,115781
d_year = 2000 and d_moy between 1 and 2,15359,115781
d_year = 2000 and d_moy between 1 and 2,14976,115781
d_year = 2000 and d_moy between 1 and 3,21278,169132
d_year = 2000 and d_moy between 1 and 3,21879,169132
d_year = 2000 and d_moy between 1 and 3,21091,169132
d_year = 2000 and d_moy between 1 and 3,21343,169132
d_year = 2000 and d_moy between 1 and 3,21482,169132
d_year = 2000 and d_moy between 1 and 3,21242,169132
d_year = 2000 and d_moy between 1 and 3,21324,169132
d_year = 2000 and d_moy between 1 and 3,21810,169132
d_year = 2000 and d_moy between 1 and 3,20957,169132
d_year = 2000 and d_moy between 1 and 3,21971,169132
d_year = 2000 and d_moy between 1 and 4,25156,215671
d_year = 2000 and d_moy between 1 and 4,25600,215671
d_year = 2000 and d_moy between 1 and 4,25379,215671
d_year = 2000 and d_moy between 1 and 4,25303,215671
d_year = 2000 and d_moy between 1 and 4,24875,215671
d_year = 2000 and d_moy between 1 and 4,25071,215671
d_year = 2000 and d_moy between 1 and 4,24985,215671
d_year = 2000 and d_moy between 1 and 4,24307,215671
d_year = 2000 and d_moy between 1 and 4,25376,215671
d_year = 2000 and d_moy between 1 and 4,24701,215671
d_year = 2000 and d_moy between 1 and 5,27756,255604
d_year = 2000 and d_moy between 1 and 5,27993,255604
d_year = 2000 and d_moy between 1 and 5,27575,255604
d_year = 2000 and d_moy between 1 and 5,28517,255604
d_year = 2000 and d_moy between 1 and 5,27952,255604
d_year = 2000 and d_moy between 1 and 5,27908,255604
d_year = 2000 and d_moy between 1 and 5,27657,255604
d_year = 2000 and d_moy between 1 and 5,27936,255604
