range,time,rows
FALSE,548,0
FALSE,1551,0
FALSE,496,0
FALSE,419,0
FALSE,413,0
FALSE,379,0
FALSE,396,0
FALSE,382,0
FALSE,342,0
FALSE,377,0
d_date = cast('2000-04-30' as date),3800,35103
d_date = cast('2000-04-30' as date),3010,35103
d_date = cast('2000-04-30' as date),3259,35103
d_date = cast('2000-04-30' as date),3753,35103
d_date = cast('2000-04-30' as date),3117,35103
d_date = cast('2000-04-30' as date),2891,35103
d_date = cast('2000-04-30' as date),2802,35103
d_date = cast('2000-04-30' as date),2802,35103
d_date = cast('2000-04-30' as date),2732,35103
d_date = cast('2000-04-30' as date),2907,35103
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week)),2861,45009
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week)),2982,45009
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week)),2796,45009
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week)),2809,45009
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week)),2778,45009
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week)),2787,45009
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week)),2679,45009
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week)),2759,45009
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week)),2725,45009
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week)),2745,45009
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week)),2938,45009
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week)),3188,45009
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week)),2977,45009
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week)),3005,45009
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week)),2966,45009
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week)),2948,45009
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week)),2887,45009
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week)),2937,45009
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week)),2825,45009
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week)),3112,45009
d_year = 2000 and d_moy = 1,3113,59792
d_year = 2000 and d_moy = 1,3239,59792
d_year = 2000 and d_moy = 1,2896,59792
d_year = 2000 and d_moy = 1,3178,59792
d_year = 2000 and d_moy = 1,3271,59792
d_year = 2000 and d_moy = 1,3104,59792
d_year = 2000 and d_moy = 1,2986,59792
