#group,false,false,true,true,false,false,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
#default,_result,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,cpu,host
,,0,2024-06-13T09:27:57Z,2024-06-13T09:28:47.461935508Z,2024-06-13T09:28:00Z,0,usage_guest,cpu,cpu-total,cloud0lennart
,,0,2024-06-13T09:27:57Z,2024-06-13T09:28:47.461935508Z,2024-06-13T09:28:10Z,0,usage_guest,cpu,cpu-total,cloud0lennart
,,0,2024-06-13T09:27:57Z,2024-06-13T09:28:47.461935508Z,2024-06-13T09:28:20Z,0,usage_guest,cpu,cpu-total,cloud0lennart
,,0,2024-06-13T09:27:57Z,2024-06-13T09:28:47.461935508Z,2024-06-13T09:28:30Z,0,usage_guest,cpu,cpu-total,cloud0lennart
,,0,2024-06-13T09:27:57Z,2024-06-13T09:28:47.461935508Z,2024-06-13T09:28:40Z,0,usage_guest,cpu,cpu-total,cloud0lennart
,,1,2024-06-13T09:27:57Z,2024-06-13T09:28:47.461935508Z,2024-06-13T09:28:00Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-13T09:27:57Z,2024-06-13T09:28:47.461935508Z,2024-06-13T09:28:10Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-13T09:27:57Z,2024-06-13T09:28:47.461935508Z,2024-06-13T09:28:20Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-13T09:27:57Z,2024-06-13T09:28:47.461935508Z,2024-06-13T09:28:30Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-13T09:27:57Z,2024-06-13T09:28:47.461935508Z,2024-06-13T09:28:40Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,2,2024-06-13T09:27:57Z,2024-06-13T09:28:47.461935508Z,2024-06-13T09:28:00Z,99.04738029580214,usage_idle,cpu,cpu-total,cloud0lennart
,,2,2024-06-13T09:27:57Z,2024-06-13T09:28:47.461935508Z,2024-06-13T09:28:10Z,98.0711422845245,usage_idle,cpu,cpu-total,cloud0lennart
