range,time,rows
d_year = 2000 and d_moy between 1 and 8,10131,334390
d_year = 2000 and d_moy between 1 and 8,10505,334390
d_year = 2000 and d_moy between 1 and 9,10508,365114
d_year = 2000 and d_moy between 1 and 9,10549,365114
d_year = 2000 and d_moy between 1 and 9,10665,365114
d_year = 2000 and d_moy between 1 and 9,10576,365114
d_year = 2000 and d_moy between 1 and 9,10725,365114
d_year = 2000 and d_moy between 1 and 9,10578,365114
d_year = 2000 and d_moy between 1 and 9,10770,365114
d_year = 2000 and d_moy between 1 and 9,10981,365114
d_year = 2000 and d_moy between 1 and 9,10817,365114
d_year = 2000 and d_moy between 1 and 9,10799,365114
d_year = 2000 and d_moy between 1 and 10,11036,401897
d_year = 2000 and d_moy between 1 and 10,10959,401897
d_year = 2000 and d_moy between 1 and 10,11243,401897
d_year = 2000 and d_moy between 1 and 10,11110,401897
d_year = 2000 and d_moy between 1 and 10,11624,401897
d_year = 2000 and d_moy between 1 and 10,11823,401897
d_year = 2000 and d_moy between 1 and 10,11818,401897
d_year = 2000 and d_moy between 1 and 10,11375,401897
d_year = 2000 and d_moy between 1 and 10,11670,401897
d_year = 2000 and d_moy between 1 and 10,11633,401897
d_year = 2000 and d_moy between 1 and 11,12691,444473
d_year = 2000 and d_moy between 1 and 11,12514,444473
d_year = 2000 and d_moy between 1 and 11,11986,444473
d_year = 2000 and d_moy between 1 and 11,11935,444473
d_year = 2000 and d_moy between 1 and 11,12150,444473
d_year = 2000 and d_moy between 1 and 11,12351,444473
d_year = 2000 and d_moy between 1 and 11,12315,444473
d_year = 2000 and d_moy between 1 and 11,12035,444473
d_year = 2000 and d_moy between 1 and 11,12378,444473
d_year = 2000 and d_moy between 1 and 11,11721,444473
d_year = 2000,13065,498230
d_year = 2000,13457,498230
d_year = 2000,12967,498230
d_year = 2000,13135,498230
d_year = 2000,13009,498230
d_year = 2000,13207,498230
d_year = 2000,13072,498230
d_year = 2000,13255,498230
d_year = 2000,13399,498230
d_year = 2000,13026,498230
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),15362,775012
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),16001,775012
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),14936,775012
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),15208,775012
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),15815,775012
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),15030,775012
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),15882,775012
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),15290,775012
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),15334,775012
d_year = 2000 or (d_year = 2001 and d_moy between 1 and 6),15193,775012
d_year = 2000 or d_year = 2001,19480,985789
d_year = 2000 or d_year = 2001,18578,985789
d_year = 2000 or d_year = 2001,18277,985789
d_year = 2000 or d_year = 2001,18471,985789
d_year = 2000 or d_year = 2001,18036,985789
d_year = 2000 or d_year = 2001,18337,985789
d_year = 2000 or d_year = 2001,18527,985789
d_year = 2000 or d_year = 2001,18023,985789
d_year = 2000 or d_year = 2001,18297,985789
d_year = 2000 or d_year = 2001,17702,985789
