range,time,rows
FALSE,195,0
FALSE,179,0
FALSE,131,0
FALSE,140,0
FALSE,156,0
FALSE,198,0
FALSE,218,0
FALSE,175,0
FALSE,235,0
FALSE,196,0
d_date = cast('2000-04-30' as date),2993,35103
d_date = cast('2000-04-30' as date),2999,35103
d_date = cast('2000-04-30' as date),2828,35103
d_date = cast('2000-04-30' as date),2758,35103
d_date = cast('2000-04-30' as date),2702,35103
d_date = cast('2000-04-30' as date),2659,35103
d_date = cast('2000-04-30' as date),2577,35103
d_date = cast('2000-04-30' as date),3183,35103
d_date = cast('2000-04-30' as date),2442,35103
d_date = cast('2000-04-30' as date),2947,35103
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week)),3463,45009
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week)),3053,45009
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week)),3301,45009
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week)),3074,45009
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week)),3003,45009
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week)),2971,45009
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week)),3290,45009
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week)),3097,45009
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week)),3239,45009
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week)),3138,45009
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week)),3379,45009
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week)),3411,45009
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week)),3323,45009
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week)),3143,45009
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week)),3633,45009
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week)),3338,45009
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week)),3402,45009
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week)),3500,45009
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week)),3454,45009
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week)),3541,45009
d_year = 2000 and d_moy = 1,3867,59792
d_year = 2000 and d_moy = 1,3539,59792
d_year = 2000 and d_moy = 1,3830,59792
d_year = 2000 and d_moy = 1,3839,59792
d_year = 2000 and d_moy = 1,3784,59792
d_year = 2000 and d_moy = 1,3995,59792
