range,time,rows
FALSE,237,0
FALSE,317,0
FALSE,363,0
FALSE,244,0
FALSE,213,0
FALSE,174,0
FALSE,204,0
FALSE,209,0
FALSE,216,0
FALSE,227,0
d_date = cast('2000-04-30' as date),2559,11138
d_date = cast('2000-04-30' as date),2650,11138
d_date = cast('2000-04-30' as date),2619,11138
d_date = cast('2000-04-30' as date),2713,11138
d_date = cast('2000-04-30' as date),2846,11138
d_date = cast('2000-04-30' as date),2511,11138
d_date = cast('2000-04-30' as date),2794,11138
d_date = cast('2000-04-30' as date),2890,11138
d_date = cast('2000-04-30' as date),2391,11138
d_date = cast('2000-04-30' as date),2257,11138
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week)),2416,70272
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week)),2505,70272
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week)),3074,70272
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week)),2570,70272
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week)),2675,70272
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week)),2912,70272
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week)),2454,70272
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week)),2361,70272
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week)),2399,70272
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '1' week)),2486,70272
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week)),2804,103904
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week)),2671,103904
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week)),2409,103904
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week)),2500,103904
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week)),2653,103904
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week)),2771,103904
d_date between cast('2000-04-30' as date) and ((cast('2000-04-30' as date) + interval '2' week)),2715,103904
