#group,false,false,true,true,false,false,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
#default,_result,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,cpu,host
,,0,2024-06-07T15:51:06Z,2024-06-07T15:51:59.160295297Z,2024-06-07T15:51:10Z,0,usage_guest,cpu,cpu-total,cloud0lennart
,,0,2024-06-07T15:51:06Z,2024-06-07T15:51:59.160295297Z,2024-06-07T15:51:20Z,0,usage_guest,cpu,cpu-total,cloud0lennart
,,0,2024-06-07T15:51:06Z,2024-06-07T15:51:59.160295297Z,2024-06-07T15:51:30Z,0,usage_guest,cpu,cpu-total,cloud0lennart
,,0,2024-06-07T15:51:06Z,2024-06-07T15:51:59.160295297Z,2024-06-07T15:51:40Z,0,usage_guest,cpu,cpu-total,cloud0lennart
,,0,2024-06-07T15:51:06Z,2024-06-07T15:51:59.160295297Z,2024-06-07T15:51:50Z,0,usage_guest,cpu,cpu-total,cloud0lennart
,,1,2024-06-07T15:51:06Z,2024-06-07T15:51:59.160295297Z,2024-06-07T15:51:10Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-07T15:51:06Z,2024-06-07T15:51:59.160295297Z,2024-06-07T15:51:20Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-07T15:51:06Z,2024-06-07T15:51:59.160295297Z,2024-06-07T15:51:30Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-07T15:51:06Z,2024-06-07T15:51:59.160295297Z,2024-06-07T15:51:40Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,1,2024-06-07T15:51:06Z,2024-06-07T15:51:59.160295297Z,2024-06-07T15:51:50Z,0,usage_guest_nice,cpu,cpu-total,cloud0lennart
,,2,2024-06-07T15:51:06Z,2024-06-07T15:51:59.160295297Z,2024-06-07T15:51:10Z,98.59613938316654,usage_idle,cpu,cpu-total,cloud0lennart
,,2,2024-06-07T15:51:06Z,2024-06-07T15:51:59.160295297Z,2024-06-07T15:51:20Z,98.89751941868552,usage_idle,cpu,cpu-total,cloud0lennart
,,2,2024-06-07T15:51:06Z,2024-06-07T15:51:59.160295297Z,2024-06-07T15:51:30Z,52.43994943116176,usage_idle,cpu,cpu-total,cloud0lennart
,,2,2024-06-07T15:51:06Z,2024-06-07T15:51:59.160295297Z,2024-06-07T15:51:40Z,85.08926326376938,usage_idle,cpu,cpu-total,cloud0lennart
,,2,2024-06-07T15:51:06Z,2024-06-07T15:51:59.160295297Z,2024-06-07T15:51:50Z,98.72084273902205,usage_idle,cpu,cpu-total,cloud0lennart
,,3,2024-06-07T15:51:06Z,2024-06-07T15:51:59.160295297Z,2024-06-07T15:51:10Z,0,usage_iowait,cpu,cpu-total,cloud0lennart
,,3,2024-06-07T15:51:06Z,2024-06-07T15:51:59.160295297Z,2024-06-07T15:51:20Z,0,usage_iowait,cpu,cpu-total,cloud0lennart
,,3,2024-06-07T15:51:06Z,2024-06-07T15:51:59.160295297Z,2024-06-07T15:51:30Z,0.7079646017690808,usage_iowait,cpu,cpu-total,cloud0lennart
,,3,2024-06-07T15:51:06Z,2024-06-07T15:51:59.160295297Z,2024-06-07T15:51:40Z,0.15086748805647973,usage_iowait,cpu,cpu-total,cloud0lennart
,,3,2024-06-07T15:51:06Z,2024-06-07T15:51:59.160295297Z,2024-06-07T15:51:50Z,0.025081514923535938,usage_iowait,cpu,cpu-total,cloud0lennart
,,4,2024-06-07T15:51:06Z,2024-06-07T15:51:59.160295297Z,2024-06-07T15:51:10Z,0,usage_irq,cpu,cpu-total,cloud0lennart
,,4,2024-06-07T15:51:06Z,2024-06-07T15:51:59.160295297Z,2024-06-07T15:51:20Z,0,usage_irq,cpu,cpu-total,cloud0lennart
,,4,2024-06-07T15:51:06Z,2024-06-07T15:51:59.160295297Z,2024-06-07T15:51:30Z,0,usage_irq,cpu,cpu-total,cloud0lennart
,,4,2024-06-07T15:51:06Z,2024-06-07T15:51:59.160295297Z,2024-06-07T15:51:40Z,0,usage_irq,cpu,cpu-total,cloud0lennart
,,4,2024-06-07T15:51:06Z,2024-06-07T15:51:59.160295297Z,2024-06-07T15:51:50Z,0,usage_irq,cpu,cpu-total,cloud0lennart
,,5,2024-06-07T15:51:06Z,2024-06-07T15:51:59.160295297Z,2024-06-07T15:51:10Z,0,usage_nice,cpu,cpu-total,cloud0lennart
,,5,2024-06-07T15:51:06Z,2024-06-07T15:51:59.160295297Z,2024-06-07T15:51:20Z,0,usage_nice,cpu,cpu-total,cloud0lennart
,,5,2024-06-07T15:51:06Z,2024-06-07T15:51:59.160295297Z,2024-06-07T15:51:30Z,0,usage_nice,cpu,cpu-total,cloud0lennart
,,5,2024-06-07T15:51:06Z,2024-06-07T15:51:59.160295297Z,2024-06-07T15:51:40Z,0,usage_nice,cpu,cpu-total,cloud0lennart
