#group,false,false,true,true,false,false,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string
#default,_result,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,host
,,0,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:53:50Z,32817590272,available,mem,cloud0lennart
,,0,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:00Z,32817041408,available,mem,cloud0lennart
,,0,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:10Z,32715968512,available,mem,cloud0lennart
,,0,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:20Z,32816013312,available,mem,cloud0lennart
,,1,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:53:50Z,47423488,buffered,mem,cloud0lennart
,,1,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:00Z,47423488,buffered,mem,cloud0lennart
,,1,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:10Z,47554560,buffered,mem,cloud0lennart
,,1,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:20Z,47599616,buffered,mem,cloud0lennart
,,2,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:53:50Z,29584293888,free,mem,cloud0lennart
,,2,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:00Z,29583745024,free,mem,cloud0lennart
,,2,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:10Z,29481488384,free,mem,cloud0lennart
,,2,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:20Z,29582381056,free,mem,cloud0lennart
,,3,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:53:50Z,1413120,shared,mem,cloud0lennart
,,3,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:00Z,1413120,shared,mem,cloud0lennart
,,3,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:10Z,1601536,shared,mem,cloud0lennart
,,3,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:20Z,1413120,shared,mem,cloud0lennart
,,4,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:53:50Z,33660653568,total,mem,cloud0lennart
,,4,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:00Z,33660653568,total,mem,cloud0lennart
,,4,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:10Z,33660653568,total,mem,cloud0lennart
,,4,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:20Z,33660653568,total,mem,cloud0lennart
,,5,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:53:50Z,355799040,used,mem,cloud0lennart
,,5,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:00Z,356347904,used,mem,cloud0lennart
,,5,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:10Z,457232384,used,mem,cloud0lennart
,,5,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:20Z,357376000,used,mem,cloud0lennart
,,6,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:53:50Z,32850722816,available,mem,cloud10lennart
,,6,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:00Z,32850948096,available,mem,cloud10lennart
,,6,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:10Z,32851206144,available,mem,cloud10lennart
,,6,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:20Z,32851140608,available,mem,cloud10lennart
,,7,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:53:50Z,27717632,buffered,mem,cloud10lennart
,,7,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:00Z,27717632,buffered,mem,cloud10lennart
,,7,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:10Z,27717632,buffered,mem,cloud10lennart
,,7,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:20Z,27717632,buffered,mem,cloud10lennart
,,8,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:53:50Z,32083517440,free,mem,cloud10lennart
,,8,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:00Z,32083742720,free,mem,cloud10lennart
,,8,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:10Z,32084000768,free,mem,cloud10lennart
,,8,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:20Z,32083935232,free,mem,cloud10lennart
,,9,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:53:50Z,1413120,shared,mem,cloud10lennart
,,9,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:00Z,1413120,shared,mem,cloud10lennart
,,9,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:10Z,1413120,shared,mem,cloud10lennart
,,9,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:20Z,1413120,shared,mem,cloud10lennart
,,10,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:53:50Z,33660653568,total,mem,cloud10lennart
,,10,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:00Z,33660653568,total,mem,cloud10lennart
,,10,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:10Z,33660653568,total,mem,cloud10lennart
,,10,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:20Z,33660653568,total,mem,cloud10lennart
,,11,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:53:50Z,345583616,used,mem,cloud10lennart
,,11,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:00Z,345358336,used,mem,cloud10lennart
,,11,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:10Z,345100288,used,mem,cloud10lennart
,,11,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:20Z,345165824,used,mem,cloud10lennart
,,12,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:53:50Z,32824807424,available,mem,cloud11lennart
,,12,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:00Z,32824225792,available,mem,cloud11lennart
,,12,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:10Z,32824160256,available,mem,cloud11lennart
,,12,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:20Z,32824094720,available,mem,cloud11lennart
,,13,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:53:50Z,78209024,buffered,mem,cloud11lennart
,,13,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:00Z,78209024,buffered,mem,cloud11lennart
,,13,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:10Z,78209024,buffered,mem,cloud11lennart
,,13,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:20Z,78209024,buffered,mem,cloud11lennart
,,14,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:53:50Z,32281157632,free,mem,cloud11lennart
,,14,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:00Z,32280576000,free,mem,cloud11lennart
,,14,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:10Z,32280510464,free,mem,cloud11lennart
,,14,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:20Z,32280444928,free,mem,cloud11lennart
,,15,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:53:50Z,1404928,shared,mem,cloud11lennart
,,15,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:00Z,1404928,shared,mem,cloud11lennart
,,15,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:10Z,1404928,shared,mem,cloud11lennart
,,15,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:20Z,1404928,shared,mem,cloud11lennart
,,16,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:53:50Z,33660653568,total,mem,cloud11lennart
,,16,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:00Z,33660653568,total,mem,cloud11lennart
,,16,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:10Z,33660653568,total,mem,cloud11lennart
,,16,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:20Z,33660653568,total,mem,cloud11lennart
,,17,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:53:50Z,403677184,used,mem,cloud11lennart
,,17,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:00Z,404258816,used,mem,cloud11lennart
,,17,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:10Z,404324352,used,mem,cloud11lennart
,,17,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:20Z,404389888,used,mem,cloud11lennart
,,18,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:53:50Z,32869621760,available,mem,cloud1lennart
,,18,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:00Z,32870588416,available,mem,cloud1lennart
,,18,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:10Z,32790093824,available,mem,cloud1lennart
,,18,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:20Z,32867540992,available,mem,cloud1lennart
,,19,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:53:50Z,75862016,buffered,mem,cloud1lennart
,,19,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:00Z,75862016,buffered,mem,cloud1lennart
,,19,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:10Z,75890688,buffered,mem,cloud1lennart
,,19,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:20Z,75894784,buffered,mem,cloud1lennart
,,20,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:53:50Z,32250691584,free,mem,cloud1lennart
,,20,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:00Z,32251658240,free,mem,cloud1lennart
,,20,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:10Z,32170422272,free,mem,cloud1lennart
,,20,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:20Z,32248254464,free,mem,cloud1lennart
,,21,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:53:50Z,1400832,shared,mem,cloud1lennart
,,21,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:00Z,1400832,shared,mem,cloud1lennart
,,21,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:10Z,1589248,shared,mem,cloud1lennart
,,21,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:20Z,1400832,shared,mem,cloud1lennart
,,22,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:53:50Z,33660653568,total,mem,cloud1lennart
,,22,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:00Z,33660653568,total,mem,cloud1lennart
,,22,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:10Z,33660653568,total,mem,cloud1lennart
,,22,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:20Z,33660653568,total,mem,cloud1lennart
,,23,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:53:50Z,357933056,used,mem,cloud1lennart
,,23,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:00Z,356966400,used,mem,cloud1lennart
,,23,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:10Z,436813824,used,mem,cloud1lennart
,,23,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:20Z,359903232,used,mem,cloud1lennart
,,24,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:53:50Z,32862138368,available,mem,cloud2lennart
,,24,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:00Z,32861806592,available,mem,cloud2lennart
,,24,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:10Z,32862257152,available,mem,cloud2lennart
,,24,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:20Z,32861708288,available,mem,cloud2lennart
,,25,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:53:50Z,102297600,buffered,mem,cloud2lennart
,,25,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:00Z,102297600,buffered,mem,cloud2lennart
,,25,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:10Z,102297600,buffered,mem,cloud2lennart
,,25,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:20Z,102297600,buffered,mem,cloud2lennart
,,26,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:53:50Z,31525896192,free,mem,cloud2lennart
,,26,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:00Z,31525556224,free,mem,cloud2lennart
,,26,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:10Z,31526006784,free,mem,cloud2lennart
,,26,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:20Z,31525457920,free,mem,cloud2lennart
,,27,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:53:50Z,1400832,shared,mem,cloud2lennart
,,27,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:00Z,1400832,shared,mem,cloud2lennart
,,27,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:10Z,1400832,shared,mem,cloud2lennart
,,27,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:20Z,1400832,shared,mem,cloud2lennart
,,28,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:53:50Z,33660653568,total,mem,cloud2lennart
,,28,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:00Z,33660653568,total,mem,cloud2lennart
,,28,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:10Z,33660653568,total,mem,cloud2lennart
,,28,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:20Z,33660653568,total,mem,cloud2lennart
,,29,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:53:50Z,349577216,used,mem,cloud2lennart
,,29,2024-06-13T11:53:49Z,2024-06-13T11:54:33.349141919Z,2024-06-13T11:54:00Z,349900800,used,mem,cloud2lennart
